FD_ID;YLD_ID;YLD_AMT;CF_DT_ENT
659.00000;686.00000;216.04900;01.05.1997
660.00000;466.00000;1.15000;01.05.1997
660.00000;686.00000;19.84100;01.05.1997
661.00000;665.00000;47.94300;02.02.2004
662.00000;686.00000;316.35800;01.05.1997
663.00000;686.00000;190.69700;01.05.1997
663.00000;1642.00000;42.32800;30.10.2006
664.00000;686.00000;151.01400;01.05.1997
665.00000;686.00000;110.22900;01.05.1997
665.00000;1643.00000;35.27300;30.10.2006
666.00000;686.00000;11.02300;01.05.1997
667.00000;686.00000;263.44800;01.05.1997
668.00000;686.00000;80.46700;01.05.1997
669.00000;686.00000;352.73400;01.05.1997
670.00000;686.00000;207.23100;01.05.1997
671.00000;686.00000;203.92400;01.05.1997
672.00000;686.00000;157.62800;01.05.1997
673.00000;686.00000;12.12500;01.05.1997
674.00000;686.00000;395.72300;01.05.1997
675.00000;686.00000;303.13100;01.05.1997
676.00000;686.00000;408.95100;01.05.1997
677.00000;686.00000;359.34700;01.05.1997
678.00000;686.00000;186.28700;01.05.1997
679.00000;686.00000;109.12700;01.05.1997
680.00000;686.00000;446.42900;01.05.1997
681.00000;686.00000;376.98400;01.05.1997
682.00000;686.00000;229.27700;01.05.1997
683.00000;686.00000;327.38100;01.05.1997
684.00000;686.00000;276.67500;01.05.1997
685.00000;686.00000;166.44600;01.05.1997
688.00000;686.00000;313.85000;18.03.2010
689.00000;686.00000;228.68000;22.03.2010
689.00000;502455.00000;50.66000;22.03.2010
690.00000;686.00000;282.69000;18.03.2010
691.00000;686.00000;208.48000;23.03.2010
691.00000;1644.00000;73.07000;23.03.2010
691.00000;502455.00000;44.75000;23.03.2010
692.00000;686.00000;30.13000;23.03.2010
693.00000;686.00000;19.45000;23.03.2010
694.00000;470.00000;2.44000;01.05.1997
694.00000;686.00000;17.63700;01.05.1997
695.00000;686.00000;11.02200;23.07.1998
696.00000;686.00000;7.71600;01.05.1997
697.00000;683.00000;59.96500;01.11.2006
699.00000;683.00000;45.85500;01.11.2006
700.00000;686.00000;7.71600;01.05.1997
701.00000;683.00000;74.07400;01.11.2006
702.00000;686.00000;13.22800;01.05.1997
703.00000;686.00000;11.02300;01.05.1997
703.00000;1642.00000;49.38300;01.11.2006
704.00000;686.00000;192.16000;18.03.2010
705.00000;686.00000;141.57000;23.03.2010
705.00000;502455.00000;53.81000;23.03.2010
706.00000;686.00000;188.75000;19.03.2010
707.00000;686.00000;87.10000;23.03.2010
707.00000;502455.00000;45.25000;23.03.2010
708.00000;686.00000;173.84000;18.03.2010
709.00000;686.00000;129.08000;23.03.2010
709.00000;1644.00000;73.63000;23.03.2010
709.00000;502455.00000;47.76000;23.03.2010
710.00000;686.00000;106.27000;19.03.2010
711.00000;686.00000;79.40000;23.03.2010
711.00000;1644.00000;71.61000;23.03.2010
711.00000;502455.00000;39.63000;23.03.2010
712.00000;686.00000;17.82000;19.03.2010
713.00000;686.00000;14.39000;23.03.2010
713.00000;502455.00000;28.80000;23.03.2010
714.00000;686.00000;157.20000;19.03.2010
715.00000;686.00000;117.01000;23.03.2010
715.00000;502455.00000;57.29000;23.03.2010
716.00000;686.00000;106.67000;19.03.2010
717.00000;686.00000;72.72000;23.03.2010
717.00000;502455.00000;48.66000;23.03.2010
718.00000;686.00000;34.97000;19.03.2010
719.00000;686.00000;24.57000;23.03.2010
719.00000;502455.00000;37.23000;23.03.2010
722.00000;686.00000;325.06000;05.03.2010
723.00000;686.00000;233.35000;05.03.2010
723.00000;502455.00000;49.81000;05.03.2010
724.00000;686.00000;289.67000;05.03.2010
725.00000;686.00000;211.80000;05.03.2010
725.00000;1644.00000;73.65000;05.03.2010
725.00000;502455.00000;45.86000;05.03.2010
728.00000;686.00000;194.47000;05.03.2010
729.00000;686.00000;144.07000;05.03.2010
729.00000;502455.00000;53.50000;05.03.2010
730.00000;686.00000;130.59000;05.03.2010
731.00000;686.00000;89.28000;05.03.2010
731.00000;502455.00000;43.45000;05.03.2010
732.00000;686.00000;173.42000;05.03.2010
733.00000;686.00000;131.00000;05.03.2010
733.00000;1644.00000;75.56000;05.03.2010
733.00000;502455.00000;53.50000;05.03.2010
734.00000;686.00000;116.25000;05.03.2010
735.00000;686.00000;80.79000;05.03.2010
735.00000;1644.00000;71.25000;05.03.2010
735.00000;502455.00000;40.08000;05.03.2010
740.00000;686.00000;156.25000;05.03.2010
741.00000;686.00000;117.87000;16.03.2010
741.00000;502455.00000;57.58000;16.03.2010
742.00000;686.00000;145.00000;16.02.2010
743.00000;686.00000;110.25000;16.03.2010
743.00000;1644.00000;76.14000;16.03.2010
743.00000;502455.00000;53.85000;16.03.2010
744.00000;686.00000;111.33000;05.03.2010
745.00000;686.00000;74.46000;16.03.2010
745.00000;1642.00000;49.81000;16.03.2010
746.00000;686.00000;101.09000;05.03.2010
747.00000;686.00000;67.90000;16.03.2010
747.00000;1644.00000;67.84000;16.03.2010
747.00000;502455.00000;43.01000;16.03.2010
748.00000;686.00000;38.22000;05.03.2010
749.00000;686.00000;26.21000;16.03.2010
749.00000;1642.00000;34.92000;16.03.2010
750.00000;686.00000;28.63000;05.03.2010
751.00000;686.00000;20.76000;16.03.2010
751.00000;1644.00000;72.51000;16.03.2010
751.00000;502455.00000;27.66000;16.03.2010
754.00000;686.00000;327.70000;04.03.2010
755.00000;686.00000;225.17000;15.03.2010
755.00000;502455.00000;48.75000;15.03.2010
756.00000;686.00000;293.55000;03.02.2010
757.00000;686.00000;207.48000;15.03.2010
757.00000;1643.00000;71.44000;15.03.2010
757.00000;502455.00000;44.46000;15.03.2010
760.00000;686.00000;202.01000;04.03.2010
761.00000;686.00000;138.39000;17.03.2010
761.00000;502455.00000;50.86000;17.03.2010
762.00000;686.00000;116.81000;04.03.2010
763.00000;686.00000;86.78000;15.03.2010
763.00000;502455.00000;46.11000;17.03.2010
764.00000;686.00000;183.15000;03.02.2010
765.00000;686.00000;127.96000;17.03.2010
765.00000;1643.00000;69.86000;17.03.2010
765.00000;502455.00000;46.63000;17.03.2010
766.00000;686.00000;102.61000;03.02.2010
767.00000;686.00000;79.52000;17.03.2010
767.00000;1643.00000;72.09000;17.03.2010
767.00000;502455.00000;39.85000;17.03.2010
770.00000;686.00000;166.90000;04.03.2010
771.00000;686.00000;115.25000;17.03.2010
771.00000;502455.00000;53.82000;17.03.2010
772.00000;686.00000;107.93000;04.03.2010
773.00000;686.00000;73.58000;17.03.2010
773.00000;1642.00000;50.09000;17.03.2010
774.00000;686.00000;35.11000;04.03.2010
775.00000;686.00000;23.14000;17.03.2010
775.00000;1642.00000;36.42000;17.03.2010
778.00000;686.00000;298.30000;16.03.2010
779.00000;686.00000;234.44000;16.03.2010
779.00000;1642.00000;54.96000;16.03.2010
780.00000;686.00000;273.41000;16.03.2010
781.00000;682.00000;74.07400;01.11.2006
781.00000;686.00000;212.48000;16.03.2010
781.00000;1642.00000;45.28000;16.03.2010
781.00000;1644.00000;76.33000;16.03.2010
784.00000;686.00000;1.85830;16.03.2010
785.00000;683.00000;58.69000;16.03.2010
785.00000;686.00000;146.55000;16.03.2010
786.00000;686.00000;112.46000;16.03.2010
787.00000;683.00000;47.56000;16.03.2010
787.00000;686.00000;87.89000;16.03.2010
788.00000;686.00000;170.23000;16.03.2010
789.00000;686.00000;132.19000;16.03.2010
789.00000;922.00000;48.44000;16.03.2010
789.00000;1644.00000;77.69000;16.03.2010
790.00000;686.00000;103.19000;16.03.2010
791.00000;686.00000;80.29000;16.03.2010
791.00000;922.00000;40.17000;16.03.2010
791.00000;1644.00000;73.68000;16.03.2010
794.00000;686.00000;153.20000;16.03.2010
795.00000;681.00000;62.22000;15.03.2010
795.00000;686.00000;121.45000;15.03.2010
796.00000;686.00000;1.03980;16.03.2010
797.00000;683.00000;50.26000;16.03.2010
797.00000;686.00000;72.31000;16.03.2010
798.00000;686.00000;32.63000;16.03.2010
799.00000;683.00000;41.48000;16.03.2010
799.00000;686.00000;25.09000;18.05.2001
816.00000;683.00000;73.21430;19.02.2008
817.00000;686.00000;269.84126;15.12.2003
818.00000;686.00000;208.79000;04.08.1998
818.00000;1642.00000;52.91000;01.11.2006
819.00000;686.00000;219.78000;04.08.1998
820.00000;686.00000;98.90000;04.08.1998
820.00000;1644.00000;49.38300;01.11.2006
821.00000;686.00000;151.01400;01.05.1997
821.00000;1644.00000;74.07400;01.11.2006
822.00000;686.00000;51.80776;15.12.2003
823.00000;686.00000;37.47795;15.12.2003
824.00000;686.00000;48.50088;15.12.2003
825.00000;686.00000;142.89000;01.05.1997
826.00000;686.00000;118.30000;01.05.1997
826.00000;1642.00000;49.38300;02.11.2006
827.00000;686.00000;117.20000;01.05.1997
827.00000;1642.00000;52.91000;02.11.2006
828.00000;686.00000;103.62500;01.05.1997
829.00000;686.00000;92.25000;01.05.1997
829.00000;1643.00000;45.85500;01.11.2006
830.00000;686.00000;89.88000;01.05.1997
830.00000;1644.00000;49.38300;01.11.2006
831.00000;686.00000;32.36000;01.05.1997
832.00000;686.00000;33.88700;01.05.1997
833.00000;686.00000;28.55000;01.05.1997
833.00000;1642.00000;31.74600;01.11.2006
834.00000;686.00000;24.91000;01.05.1997
834.00000;1642.00000;35.27300;01.11.2006
835.00000;686.00000;18.61100;01.05.1997
836.00000;686.00000;20.39000;01.05.1997
836.00000;1643.00000;24.69100;01.11.2006
837.00000;686.00000;17.08000;01.05.1997
837.00000;1643.00000;28.21900;01.11.2006
838.00000;686.00000;121.34700;01.05.1997
839.00000;682.00000;67.01900;31.10.2006
839.00000;686.00000;88.25000;01.05.1997
840.00000;682.00000;67.02000;01.11.2006
840.00000;686.00000;88.59000;01.05.1997
841.00000;686.00000;102.31200;01.05.1997
842.00000;686.00000;75.36000;01.05.1997
842.00000;1644.00000;67.01900;01.11.2006
843.00000;686.00000;74.63000;01.05.1997
843.00000;1644.00000;74.07400;01.11.2006
844.00000;686.00000;49.60100;01.05.1997
845.00000;686.00000;39.36000;01.05.1997
845.00000;1642.00000;45.85500;01.11.2006
846.00000;686.00000;40.02000;01.05.1997
846.00000;1642.00000;52.91000;01.11.2006
847.00000;686.00000;41.04700;01.05.1997
848.00000;686.00000;33.47000;01.05.1997
848.00000;1643.00000;45.85500;01.11.2006
849.00000;686.00000;32.61000;01.05.1997
849.00000;1643.00000;49.38300;01.11.2006
850.00000;686.00000;59.39900;01.05.1997
851.00000;682.00000;70.54700;31.10.2006
851.00000;686.00000;50.42000;01.05.1997
852.00000;682.00000;77.60100;01.11.2006
852.00000;686.00000;52.26000;01.05.1997
853.00000;686.00000;43.96800;01.05.1997
854.00000;686.00000;38.39000;01.05.1997
854.00000;1644.00000;67.01900;01.11.2006
855.00000;686.00000;40.18000;01.05.1997
855.00000;1644.00000;74.07400;01.11.2006
888.00000;686.00000;111.68400;01.05.1997
889.00000;682.00000;67.01900;31.10.2006
889.00000;686.00000;76.42000;01.05.1997
890.00000;682.00000;67.02000;01.11.2006
890.00000;686.00000;53.83000;01.05.1997
891.00000;686.00000;95.66700;01.05.1997
892.00000;682.00000;67.01900;01.11.2006
892.00000;686.00000;64.88000;01.05.1997
893.00000;686.00000;41.82000;01.05.1997
893.00000;1644.00000;74.07400;01.11.2006
894.00000;686.00000;134.98600;01.05.1997
895.00000;686.00000;99.27000;01.05.1997
895.00000;1642.00000;49.38300;02.11.2006
896.00000;686.00000;113.12000;01.05.1997
896.00000;1642.00000;52.91000;02.11.2006
897.00000;686.00000;103.10700;01.05.1997
898.00000;686.00000;70.24000;01.05.1997
898.00000;1643.00000;45.85500;02.11.2006
899.00000;686.00000;84.72000;01.05.1997
899.00000;1643.00000;49.38300;02.11.2006
900.00000;686.00000;47.29200;01.05.1997
901.00000;686.00000;36.99000;01.05.1997
901.00000;1642.00000;45.85500;02.11.2006
902.00000;686.00000;37.85000;01.05.1997
902.00000;1642.00000;45.85500;02.11.2006
903.00000;686.00000;40.21800;01.05.1997
904.00000;686.00000;32.41000;01.05.1997
904.00000;1643.00000;45.85500;01.11.2006
905.00000;686.00000;30.45000;01.05.1997
905.00000;1643.00000;49.38300;01.11.2006
906.00000;686.00000;56.14500;01.05.1997
907.00000;682.00000;70.54700;31.10.2006
907.00000;686.00000;49.27000;01.05.1997
908.00000;682.00000;77.60100;01.11.2006
908.00000;686.00000;50.06000;01.05.1997
909.00000;686.00000;43.53900;01.05.1997
910.00000;686.00000;36.46000;01.05.1997
910.00000;1644.00000;67.01900;01.11.2006
911.00000;686.00000;36.93000;01.05.1997
911.00000;1644.00000;74.07400;01.11.2006
912.00000;686.00000;31.44600;01.05.1997
913.00000;686.00000;24.82000;01.05.1997
913.00000;1642.00000;31.74600;01.11.2006
914.00000;686.00000;25.21000;01.05.1997
914.00000;1642.00000;35.27300;01.11.2006
915.00000;686.00000;19.34900;01.05.1997
916.00000;686.00000;18.22000;01.05.1997
916.00000;1643.00000;24.69100;01.11.2006
917.00000;686.00000;17.34000;01.05.1997
917.00000;1643.00000;28.21900;01.11.2006
923.00000;985.00000;132.61000;12.08.2004
924.00000;985.00000;142.12000;11.08.2004
925.00000;985.00000;138.95000;11.08.2004
928.00000;985.00000;132.61000;11.08.2004
929.00000;985.00000;132.61000;12.08.2004
930.00000;985.00000;135.78000;12.08.2004
931.00000;985.00000;132.61000;12.08.2004
933.00000;985.00000;132.61000;11.08.2004
934.00000;985.00000;132.61000;12.08.2004
936.00000;985.00000;129.97000;11.08.2004
938.00000;985.00000;129.97000;12.08.2004
940.00000;985.00000;129.97000;12.08.2004
942.00000;985.00000;132.61000;12.08.2004
943.00000;985.00000;132.61000;12.08.2004
944.00000;985.00000;129.97000;12.08.2004
947.00000;985.00000;129.97000;12.08.2004
948.00000;985.00000;132.61000;12.08.2004
949.00000;985.00000;132.61000;12.08.2004
950.00000;985.00000;129.97000;12.08.2004
951.00000;985.00000;132.61000;12.08.2004
952.00000;985.00000;129.97000;12.08.2004
953.00000;985.00000;132.61000;12.08.2004
954.00000;985.00000;129.97000;12.08.2004
955.00000;985.00000;132.61000;11.08.2004
956.00000;985.00000;132.61000;12.08.2004
957.00000;985.00000;135.78000;12.08.2004
959.00000;985.00000;132.61000;11.08.2004
960.00000;985.00000;129.97000;11.08.2004
962.00000;985.00000;129.97000;12.08.2004
964.00000;985.00000;129.97000;12.08.2004
965.00000;455.00000;6.00200;12.08.2004
965.00000;985.00000;15.00400;12.08.2004
966.00000;455.00000;11.83400;11.08.2004
966.00000;985.00000;29.58600;11.08.2004
967.00000;985.00000;8.45000;12.08.2004
968.00000;455.00000;2.02900;11.08.2004
968.00000;985.00000;5.07200;11.08.2004
969.00000;455.00000;6.01700;12.08.2004
969.00000;985.00000;15.00400;12.08.2004
970.00000;455.00000;8.03000;12.08.2004
970.00000;985.00000;20.07600;12.08.2004
971.00000;455.00000;7.18500;12.08.2004
971.00000;985.00000;17.96300;12.08.2004
972.00000;455.00000;3.38100;12.08.2004
972.00000;985.00000;8.45300;12.08.2004
973.00000;455.00000;2.70500;12.08.2004
973.00000;985.00000;6.76200;12.08.2004
974.00000;455.00000;10.14400;12.08.2004
974.00000;985.00000;25.35900;12.08.2004
975.00000;455.00000;6.76200;12.08.2004
975.00000;985.00000;16.90600;12.08.2004
976.00000;455.00000;5.91700;12.08.2004
976.00000;985.00000;14.79300;12.08.2004
977.00000;455.00000;8.03000;12.08.2004
977.00000;985.00000;20.07600;12.08.2004
978.00000;455.00000;9.72100;12.08.2004
978.00000;985.00000;24.30300;12.08.2004
979.00000;455.00000;5.49500;12.08.2004
979.00000;985.00000;13.73600;12.08.2004
980.00000;455.00000;7.18500;12.08.2004
980.00000;985.00000;17.96300;12.08.2004
981.00000;455.00000;7.18500;11.08.2004
981.00000;985.00000;17.96300;11.08.2004
982.00000;985.00000;17.33000;12.08.2004
983.00000;455.00000;7.18500;12.08.2004
983.00000;985.00000;17.96300;12.08.2004
984.00000;985.00000;36.35000;11.08.2004
985.00000;455.00000;9.72100;12.08.2004
985.00000;985.00000;24.30300;12.08.2004
986.00000;455.00000;8.03000;11.08.2004
986.00000;985.00000;20.07600;11.08.2004
987.00000;455.00000;7.18200;12.08.2004
987.00000;985.00000;17.96300;12.08.2004
988.00000;455.00000;10.14400;12.08.2004
988.00000;985.00000;25.35900;12.08.2004
990.00000;1390.00000;8.93000;12.08.2004
994.00000;455.00000;23.66900;12.08.2004
994.00000;921.00000;29.38000;12.08.2004
994.00000;985.00000;59.17200;12.08.2004
1000.00000;455.00000;4.01500;12.08.2004
1000.00000;1390.00000;2.10000;12.08.2004
1002.00000;455.00000;9.25600;12.08.2004
1002.00000;1390.00000;5.55000;12.08.2004
1004.00000;455.00000;9.76300;12.08.2004
1004.00000;1390.00000;5.86000;12.08.2004
1006.00000;455.00000;8.87620;10.03.2008
1006.00000;1390.00000;5.40000;12.08.2004
1007.00000;455.00000;10.14400;12.08.2004
1007.00000;1390.00000;6.09000;12.08.2004
1008.00000;455.00000;9.00300;12.08.2004
1008.00000;1390.00000;5.40000;12.08.2004
1010.00000;455.00000;10.48200;12.08.2004
1010.00000;1390.00000;6.29000;12.08.2004
1011.00000;455.00000;10.48200;12.08.2004
1011.00000;1390.00000;6.29000;12.08.2004
1012.00000;985.00000;15.64000;12.08.2004
1014.00000;985.00000;132.61000;12.08.2004
1016.00000;985.00000;132.61000;12.08.2004
1020.00000;985.00000;135.78000;12.08.2004
1116.00000;985.00000;138.95000;12.08.2004
1118.00000;985.00000;142.12000;12.08.2004
1119.00000;985.00000;132.61000;12.08.2004
1120.00000;455.00000;3.99800;12.08.2004
1120.00000;985.00000;9.99600;12.08.2004
1121.00000;985.00000;132.61000;12.08.2004
1163.00000;674.00000;26.33400;01.05.1997
1163.00000;797.00000;13.00000;23.10.2000
1199.00000;673.00000;12.53700;15.10.2004
1199.00000;674.00000;26.33400;15.10.2004
1199.00000;797.00000;13.00000;15.10.2004
1219.00000;673.00000;12.53700;15.08.2001
1219.00000;674.00000;26.33400;01.05.1997
1224.00000;1582.00000;44.00000;12.08.2004
1228.00000;1582.00000;40.00000;11.08.2004
1281.00000;680.00000;70.16000;10.06.2004
1395.00000;1582.00000;30.00000;12.08.2004
1397.00000;1582.00000;44.00000;12.08.2004
1399.00000;1582.00000;44.00000;12.08.2004
1401.00000;1582.00000;47.00000;12.08.2004
1403.00000;1582.00000;45.00000;12.08.2004
1405.00000;1582.00000;30.00000;12.08.2004
1413.00000;1582.00000;28.00000;22.05.2009
1415.00000;1582.00000;33.00000;22.05.2009
1419.00000;1582.00000;42.00000;22.05.2009
1421.00000;1582.00000;43.00000;22.05.2009
1423.00000;1582.00000;43.00000;22.05.2009
1431.00000;1582.00000;23.00000;12.08.2004
1435.00000;1582.00000;33.00000;22.05.2009
1437.00000;1582.00000;30.00000;22.05.2009
1439.00000;1582.00000;30.00000;22.05.2009
1441.00000;1582.00000;30.00000;12.08.2004
1443.00000;1582.00000;25.00000;12.08.2004
1445.00000;1582.00000;25.00000;12.08.2004
1447.00000;1582.00000;30.00000;12.08.2004
1449.00000;1582.00000;37.00000;28.09.2007
